"","Domain","EIN","Name","TwitterHandle"
"3848","mhanys.org","131954023","Mental Health Association in New York","MHAacrossNYS"
"3849","mhcm.org","223021355","MID-HUDSON CHILDREN'S MUSEUM","MHCM_inPOK"
"3850","mhfa.net","364120950","MULTICULTURAL FOODSERVICE & HOSPITALITY ALLIANCE","MHFACPAs"
"3851","mhs.springbranchisd.com","760632864","MEMORIAL HIGH SCHOOL BOOSTER CLUB","MrsMarcil"
"3852","mhu.edu","560554207","MARS HILL UNIVERSITY","MarsHillAGS"
"3853","miamichildrensmuseum.org","592396999","MIAMI CHILDREN'S MUSEUM INC","MiChiMu"
"3854","miamifoundation.org","650350357","THE MIAMI FOUNDATION INC","MiamiFoundation"
"3855","miamivalleybsa.org","310537124","BOY SCOUTS OF AMERICA MIAMI VALLEY","MiamiValleyBSA"
"3856","mibtx.org","562571141","MAKING IT BETTER","MIBTX"
"3857","michaelphelpsfoundation.org","611571538","THE MICHAEL PHELPS FOUNDATION","MPFoundation"
"3858","michenerartmuseum.org","232471583","JAMES A MICHENER ART MUSEUM","MichenerArt"
"3859","michigan.gov","383521761","MICHIGAN YOUTH LIVESTOCK","MichiganDOC"
"3860","michigan.wish.org","382505812","MAKE-A-WISH FOUNDATION OF MICHIGAN","MakeAWishMI"
"3861","michiganmaritimemuseum.org","382342806","MICHIGAN MARITIME MUSEUM INC","MMaritimeMuseum"
"3862","michiganopera.org","382052726","MICHIGAN OPERA THEATRE","DetOperaHouse"
"3863","michtheater.org","382269013","MICHIGAN THEATRE FOUNDATION INC","michigantheater"
"3864","microdreams.org","542013523","THE MICRODREAMS FOUNDATION INC","MicroDreams_Fdn"
"3865","midatlanticarts.org","521169382","MID ATLANTIC ARTS FOUNDATION INC","MidAtlanticArts"
"3866","middletennessee.wish.org","621833327","MAKE-A-WISH FOUNDATION OF MIDDLE TENNESSEE","MakeAWishMidTN"
"3867","midhudsonregional.org","465534882","MID-HUDSON VALLEY EARLY EDUCATION CENTER","MidHudsonRH"
"3868","midmichigan.org","382754875","MIDMICHIGAN GLADWIN PINES","midmichigan"
"3869","midmichigan.org","380833014","MIDMICHIGAN MEDICAL CENTER- MIDLAND","midmichigan"
"3870","midmichigan.org","383317788","MIDMICHIGAN PHYSICIANS GROUP","midmichigan"
"3871","midnightmission.org","951691293","THE MIDNIGHT MISSION","MidniteMission"
"3872","midpenn.org","237101191","MIDPENN LEGAL SERVICES","LegalMidpenn"
"3873","midsouthfoodbank.org","621340755","MID-SOUTH FOOD BANK INC","MSouthFoodBank"
"3874","midway.org","330556416","USS MIDWAY MUSEUM","USSMidwayMuseum"
"3875","midwife.org","136227462","ACNM FOUNDATION","ACNMmidwives"
"3876","midwivesforhaiti.org","272368581","MIDWIVES FOR HAITI INC","Midwives4Haiti"
"3877","mifa.org","620803601","METROPOLITAN INTER-FAITH ASSOCIATION","MIFAMemphis"
"3878","mightywriters.org","10920922","MIGHTY WRITERS","MightyWriters"
"3879","mihomeless.org","382960348","MICHIGAN COALITION AGAINST","mihomeless"
"3880","miles.edu","630400608","Miles College Inc","MilesCollege"
"3881","militaryfamily.org","520899384","NATIONAL MILITARY FAMILY ASSOCIATION","military_family"
"3882","militarywomeninneed.org","205523954","MILITARY WOMEN IN NEED","ffWomenWarriors"
"3883","milkandbookies.org","263245228","MILK AND BOOKIES","milkandbookies"
"3884","milligan.edu","620535755","MILLIGAN COLLEGE INC","MilliganCollege"
"3885","milmilagros.org","770683799","MIL MILAGROS INC","MilMilagrosInc"
"3886","mindfulschools.org","273261154","MINDFUL SCHOOLS","Mindful_Schools"
"3887","mindingyourmind.org","208448707","MINDING YOUR MIND CO REGENCY GROUP","MindingYourMind"
"3888","mindresearch.org","330798804","MIND Research Institute","MIND_Research"
"3889","ministryhealth.org","390807065","Our Lady of Victory Hospital Inc","AngieHeuck"
"3890","ministryhealth.org","410693877","Saint Elizabeth's Hospital of Wabasha Inc","AngieHeuck"
"3891","ministryhealth.org","391829015","Ministry Weight Management Inc","AngieHeuck"
"3892","ministryhealth.org","391627755","Good Samaritan Health Center Foundation of Merrill Wisconsin Inc","AngieHeuck"
"3893","ministryhealth.org","390808443","St Michael's Hospital of Stevens Point Inc","AngieHeuck"
"3894","ministryventures.org","582532401","MINISTRY VENTURES INC","MinistryVenture"
"3895","minoalibrary.org","150574854","MINOA FREE LIBRARY","minoalibrary"
"3896","miraclebabies.org","711001702","Miracle Babies","MiracleBabiesUS"
"3897","miracleflights.org","880209952","MIRACLE FLIGHTS","miracleflights"
"3898","miriamhospital.org","50258905","The Miriam Hospital","MiriamHospital"
"3899","misericordia.org","237285834","MISERICORDIA FAMILY ASSOCIATION","heartofmercy"
"3900","mises.org","521263436","LUDWIG VON MISES INSTITUTE","mises"
"3901","mispp.edu","382333042","MICHIGAN SCHOOL OF PROFESSIONAL","misppedu"
"3902","missgolf.org","630977191","Mississippi Golf Association Inc","MissGolfAssn"
"3903","missioncapital.org","742992877","GREENLIGHTS FOR NONPROFIT SUCCESS","katesmallwood"
"3904","missioncontinues.org","208742553","THE MISSION CONTINUES","ReganTurner"
"3905","missionfirsthousing.org","204328982","MELON I CORPORATION","MissionFirstHG"
"3906","missionfirsthousing.org","223864577","KEYSTONE HOUSING DEVELOPMENT CORPORATION","MissionFirstHG"
"3907","missionfirsthousing.org","264673885","ALAW OGDEN GARDENS INC","MissionFirstHG"
"3908","missionfirsthousing.org","20677705","CENTER SOUTH HOUSING DEVELOPMENT CORPORATION","MissionFirstHG"
"3909","missionfirsthousing.org","232770841","SHEILA D BROWN WOMEN'S CENTER","MissionFirstHG"
"3910","missionfirsthousing.org","200870429","BUSTLETON HOUSING DEVELOPMENT CORPORATION","MissionFirstHG"
"3911","missionhaitimedical.org","274144492","MISSION HAITI MEDICAL INC","MissionHaitiMed"
"3912","missionstl.org","208983607","MISSION ST LOUIS","MissionStLouis"
"3913","missionyear.org","233005514","MISSION YEAR","MissionYear"
"3914","missoulaagingservices.org","810379543","MISSOULA AREA AGENCY ON AGING INC","MslaAgingServ"
"3915","mitchell.edu","60662150","MITCHELL COLLEGE","MitchellCollege"
"3916","mitchellinstitute.org","10523390","Senator George J Mitchell Scholarship","mitchell_inst"
"3917","miwildlife.org","382303728","MICHIGAN WILDLIFE HABITAT FOUNDATIO","miwildlifecons"
"3918","mjbha.org","530208371","MELVIN J BERMAN HEBREW ACADEMY","BermanIsrael"
"3919","mjhs.org","320060822","METROPOLITAN JEWISH HOME CARE INC","MJHS01"
"3920","mjhs.org","113200785","SHOREFRONT TOWERS HOUSING DEVELOPMENT","MJHS01"
"3921","mjhs.org","112625096","ELDERPLAN INC","MJHS01"
"3922","mjhs.org","113072153","SHOREFRONT JEWISH GERIATRIC CENTER INC","MJHS01"
"3923","mka.org","237365263","Montclair Kimberley Academy Foundation","MKAAlumni"
"3924","mkelgbt.org","391893808","MILWAUKEE LESBIAN-GAY-BISEXUAL-","MKELGBTCENTER"
"3925","mlb.mlb.com","451256875","WOOD FAMILY FOUNDATION","bdecoff923"
"3926","mmc.edu","620488046","MEHARRY MEDICAL COLLEGE","MeharryMedical"
"3927","mmcc.org","133622106","CHILD DEVELOPMENT CENTER OF MOSHOLU","MMCCenter"
"3928","mmfc.org","43519422","MEDICAL MISSIONS FOR CHILDREN INC","MedicalMissions"
"3929","mmm.edu","131628206","MARYMOUNT MANHATTAN COLLEGE","NYCMarymount"
"3930","mmnsfoundation.com","640592874","MISSISSIPPI MUSEUM OF NATURAL SCIENCE FOUNDATION","MSScienceMuseum"
"3931","mmrl.edu","135648611","MASONIC MEDICAL RESEARCH LABORATORY","MasonicResearch"
"3932","mnadv.org","521233434","Maryland Network Against Domestic Violence","MNADV"
"3933","mnjustice.org","411447537","MINNESOTA JUSTICE FOUNDATION","MNJusticeFdn"
"3934","moas.org","591022050","MUSEUM OF ARTS AND SCIENCES INC","MOASdaytona"
"3935","mobilehopeloudoun.org","463053144","MOBILE HOPE ASSOCIATION","MobileHopeLC"
"3936","mobilemeals.org","550795075","MOBILE MEALS FOUNDATION","MobileMeals419"
"3937","mocharterschools.org","205682973","ASSOCIATION OF MISSOURI CHARTER","DThaman"
"3938","mocsa.org","431061620","METROPOLITAN ORGANIZATION TO","MOCSAkc"
"3939","modestosymphony.org","942150279","Modesto Symphony Orchestra Association","modestosymphony"
"3940","moffitt.org","593238634","H LEE MOFFITT CANCER CENTER AND","MoffittNews"
"3941","moffitt.org","592451713","H LEE MOFFITT CANCER CENTER AND","MoffittNews"
"3942","moffitt.org","593238636","H LEE MOFFITT CANCER CENTER & RESEARCH","MoffittNews"
"3943","mohai.org","911505627","MOHAI FOUNDATION","MOHAI"
"3944","mohawkhudson.org","141754157","MOHAWK HUDSON LAND CONSERVANCY","MHLC1992"
"3945","mohealthcareforall.org","273885910","MISSOURI HEALTH CARE FOR ALL","MoHealthCareAll"
"3946","mohistory.org","430654866","MISSOURI HISTORICAL SOCIETY","mohistorymuseum"
"3947","mokangoodwill.org","431125281","GOODWILL OF WESTERN MISSOURI & EASTERN KANSAS","GoodwillMokan"
"3948","momentumleaders.org","261909257","MOMENTUM ALUMNAE PROGRAM INC","MomentumAL"
"3949","momhelps.org","391484945","MIDDLETON OUTREACH MINISTRY INC","MiddletonOM"
"3950","mommashouse.org","112865518","Mommas Inc","MOMMASHouseNY"
"3951","momsinprayer.org","330417450","Moms in Prayer International","bannevh"
"3952","monkeyhelpers.org","133146988","HELPING HANDS SIMIAN AIDES FOR THE","MonkeyHelpers"
"3953","monmouth.edu","210634584","Monmouth University","monmouthu"
"3954","monmouthcollege.edu","370661228","MONMOUTH COLLEGE","Monmouth_Alumni"
"3955","monroeclinic.org","390808509","THE MONROE CLINIC INC","monroe_clinic"
"3956","monroecountyhabitat.org","351753977","Habitat for Humanity of Monroe County","HabitatMonroeCo"
"3957","montacad.org","251835487","MONTESSORI ACADEMY OF CHAMBERSBURG","MontAcad"
"3958","montanadeluz.org","311799308","MONTANA DE LUZ","montanadeluz"
"3959","montauklibrary.org","112545188","Montauk Library","MontaukLIB"
"3960","montclaircoop.org","221723807","MONTCLAIR COOPERATIVE SCHOOL INC","MontclairCoop"
"3961","montclairinn.org","223159141","MONTCLAIR SHARED HOUSING ASSOC","montclairinn"
"3962","montereybayaquarium.org","942487469","Monterey Bay Aquarium Foundation","MontereyAq"
"3963","montgomeryareafoodbank.org","630931846","MONTGOMERY AREA FOOD BANK Inc","FeedingHopeAL"
"3964","montgomeryhospice.org","521114719","MONTGOMERY HOSPICE INC","MontHospice"
"3965","montgomeryschool.org","231352662","MONTGOMERY SCHOOL","montgomeryheron"
"3966","mooreschoolsfoundation.org","731468939","MOORE PUBLIC SCHOOL FOUNDATION","MPSFOK"
"3967","moretoolife.org","205970211","MORE TOO LIFE INC","RealMoreToolife"
"3968","morganadamsfoundation.org","200165051","THE MORGAN ADAMS FOUNDATION","MorganAdamsFdn"
"3969","morikami.org","591767023","The Morikami Inc","morikamimuseum"
"3970","morningside-alliance.org","131617134","MORNINGSIDE AREA ALLIANCE INC","MorningsideNY"
"3971","mortarboard.org","356043585","MORTAR BOARD NATIONAL FOUNDATION FUND","mortarboardexec"
"3972","mosaicdetroit.org","383069610","MOSAIC YOUTH THEATRE OF DETROIT","mosaicdetroit"
"3973","mosaicinc.org","521849336","REVISIONS COMMUNITY HOUSING DEVELOPMENT","MosaicCare"
"3974","mosaicinfo.org","470828012","MOSAIC HOUSING CORPORATION 8","mosaicpossible"
"3975","mosaicinfo.org","264555206","MOSAIC HOUSING CORPORATION 20","mosaicpossible"
"3976","mosaicinfo.org","205765691","MOSAIC HOUSING CORPORATION 15","mosaicpossible"
"3977","mosaicinfo.org","204841856","MOSAIC ILLINOIS HOUSING OF ROCKFORD 1","mosaicpossible"
"3978","mosaicinfo.org","273483415","MOSAIC HOUSING CORPORATION 22","mosaicpossible"
"3979","mosaicinfo.org","363837360","THE MOSAIC FOUNDATION INC","mosaicpossible"
"3980","mosaicinfo.org","470828015","MOSAIC HOUSING CORPORATION 7","mosaicpossible"
"3981","mosaicinfo.org","421626679","MOSAIC HOUSING CORPORATION 13","mosaicpossible"
"3982","mosaicinfo.org","113669999","MOSAIC","mosaicpossible"
"3983","mosaicservices.org","752484565","MOSAIC FAMILY SERVICES INC","mosaicfreedom"
"3984","mosdkids.org","620757178","SPEECH & HEARING CENTER OF THE MIDSOUTH","mosdkids"
"3985","mostvaluablekids.org","10637743","MOST VALUABLE KIDS INC","MVKinDC"
"3986","mostvaluablekids.org","202984595","MOST VALUABLE KIDS OF GREATER CINCINNATI","MVKinDC"
"3987","mothersincharge.org","300185280","MOTHERS IN CHARGE","phillymic"
"3988","mothersoutfront.org","465758600","MOTHERS OUT FRONT INC","MothersOutFront"
"3989","motherwoman.org","141866590","MOTHERWOMAN INC","MotherWoman"
"3990","motonmuseum.org","541867789","THE ROBERT RUSSA MOTON MUSEUM INC","MotonMuseum"
"3991","mountaineerfoodbank.org","550611100","Mountaineer Food Bank Inc","MountaineerFood"
"3992","mountaineermontessori.org","311035932","MONTESSORI ETC INC","MontessoriWV"
"3993","mountaineersfoundation.org","237023350","MOUNTAINEERS FOUNDATION","RhodiePreserve"
"3994","mountainparkhealth.org","205241918","MOUNTAIN PARK HEALTH CENTER FOUNDATION","MPHCAZ"
"3995","mountainparkhealth.org","860498020","MOUNTAIN PARK HEALTH CENTER","MPHCAZ"
"3996","mountainplay.org","946092215","MOUNTAIN PLAY ASSOCIATION","themountainplay"
"3997","mountainstateshealth.com","540544705","JOHNSTON MEMORIAL HOSPITAL INC","Mountain_States"
"3998","mountainstateshealth.com","620476282","MOUNTAIN STATES HEALTH ALLIANCE","Mountain_States"
"3999","mountainstateshealth.com","540566029","NORTON COMMUNITY HOSPITAL INC","Mountain_States"
"4000","mountainviewspayneuter.org","270617942","MOUNTAIN VIEW HUMANE","MtnViewHumane"
"4001","mounthermon.org","521089078","KIDDER CREEK ORCHARD CAMPS INC","KidderCreek"
"4002","mountida.edu","42104736","MOUNT IDA COLLEGE","MountIdaNews"
"4003","mouse.org","133973196","Mouse Inc","mouse_org"
"4004","moval.edu","440545286","MISSOURI VALLEY COLLEGE","missourivalley"
"4005","movember.com","770714052","MOVEMBER FOUNDATION","Movember"
"4006","movingimage.us","112730714","AMERICAN MUSEUM OF THE MOVING IMAGE","MovingImageNYC"
"4007","movingtraditions.org","342015014","MOVING TRADITIONS","MvingTraditions"
"4008","moyerfoundation.org","912065051","THE MOYER FOUNDATION","kmo50Moyer"
"4009","mozilla.org","200097189","MOZILLA FOUNDATION","mozilla"
"4010","mpcds.com","720259360","METAIRIE PARK COUNTRY DAY SCHOOL","MPCountryDay"
"4011","mph.net","160973557","MANLIUS PEBBLE HILL SCHOOL INC","MPHSchool"
"4012","mrapats.org","640478043","MADISON-RIDGELAND ACADEMY","MRAPatriots"
"4013","mrc.org","541429009","MEDIA RESEARCH CENTER","DavidMartinMRC"
"4014","ms.wish.org","640730362","MAKE-A-WISH FOUNDATION OF MISSISSIPPI CHARTERED","MakeAWishMS"
"4015","mscatl.org","550821471","THE MULTIPLE SCLEROSIS CENTER OF GA INC","MSCAtl"
"4016","mscee.org","820563444","MISSISSIPPI COUNCIL ON ECONOMIC EDUCATION","mseconeducation"
"4017","mshf.com","382779981","MOTORSPORTS MUSEUM & HALL OF FAME","MotorsportsHOF"
"4018","msmacademy.org","161283636","MOUNT SAINT MARY ACADEMY INC","msmacademy"
"4019","msmc.edu","141468399","Mount Saint Mary College","msmc_events"
"4020","msmidamerica.org","440613436","NATIONAL MULTIPLE SCLEROSIS SOCIETY","MidAmericaMS"
"4021","msnewengland.org","42178884","NATIONAL MULTIPLE SCLEROSIS SOCIETY","MS_NewEngland"
"4022","msnorthwest.org","910742424","NATIONAL MULTIPLE SCLEROSIS SOCIETY","MSsocietyNW"
"4023","mspca.org","42103597","MASSACHUSETTS SOCIETY FOR THE PREVENTION","MspcaAngell"
"4024","mspcc.org","42103596","MASSACHUSETTS SOCIETY FOR THE PREVENTION","mspccboston"
"4025","mss.org","640841734","United Methodist Senior Services of","MethodistSRSVCS"
"4026","mss.org","640746771","United Methodist Senior Services of","MethodistSRSVCS"
"4027","mss.org","640678962","Lauderdale Senior Services Inc","MethodistSRSVCS"
"4028","mss.org","640746770","United Methodist Senior Services","MethodistSRSVCS"
"4029","mss.org","640740810","Meridian Senior Services Inc","MethodistSRSVCS"
"4030","mss.org","640679922","Hattiesburg Area Senior Services Inc","MethodistSRSVCS"
"4031","mss.org","640746773","United Methodist Senior Services of","MethodistSRSVCS"
"4032","mss.org","640794146","United Methodist Senior Services of","MethodistSRSVCS"
"4033","mss.org","640695672","Greene County Retirement Systems Inc","MethodistSRSVCS"
"4034","mss.org","640717548","Aldersgate Retirement Community Inc","MethodistSRSVCS"
"4035","mtaloy.edu","251114320","MOUNT ALOYSIUS COLLEGE","mountaloysius"
"4036","mtevans.org","840831843","MOUNT EVANS HOSPICE INC","MtEvansHospice"
"4037","mthopebiblecamp.com","237297226","Ohio Bible Conference Inc","MtHopeBibleCamp"
"4038","mtnonprofit.org","731654969","MONTANA NONPROFIT ASSOCIATION","MTNonprofit"
"4039","mtwyouth.org","42784985","MORE THAN WORDS INC","mtwyouth"
"4040","muddysneakers.org","260338084","Muddy Sneakers Inc","Muddy_Sneakers_"
"4041","multiculturalartscenter.org","42650605","CAMBRIDGE MULTICULTURAL ARTS CENTER INC","MulticulturalAC"
"4042","munciecivic.org","356027421","MUNCIE CIVIC THEATRE","munciecivic"
"4043","mundoverdepcs.org","262569958","MUNDO VERDE BILINGUAL PUBLIC CHARTER SCHOOL","MundoVerdePCS"
"4044","munsonhealthcare.org","471156297","MUNSON HEALTHCARE CADILLAC","MunsonHealthcar"
"4045","munsonhealthcare.org","382640544","MUNSON HEALTHCARE","MunsonHealthcar"
"4046","munsonhealthcare.org","381415623","PAUL OLIVER MEMORIAL HOSPITAL","MunsonHealthcar"
"4047","muny.org","430662485","MUNICIPAL THEATRE ASSOCIATION OF ST LOUIS","TheMuny"
"4048","museum.state.il.us","376018727","ILLINOIS STATE MUSEUM SOCIETY","ILStateMuseum"
"4049","musicforautism.org","208858821","MUSIC FOR AUTISM INC","MusicforAutism"
"4050","musicforrelief.org","202142644","Music For Relief","MusicForRelief"
"4051","musicopia.net","237397981","MUSICOPIA INC","musicopia1974"
"4052","muskegonartmuseum.org","383402560","MUSKEGON MUSEUM OF ART FOUNDATION","MuskegArtMuseum"
"4053","mustardseedfla.org","592906383","THE MUSTARD SEED OF CENTRAL FLORIDA INC","MustardSeedofFL"
"4054","muw.org","20236885","MONADNOCK UNITED WAY INC","MonadnockUW"
"4055","mvef.org","770006770","MOUNTAIN VIEW EDUCATIONAL FOUNDATION","MVEdFound"
"4056","mvlslaw.org","521225979","MARYLAND VOLUNTEER LAWYERS SERVICE INC","mvlsprobono"
"4057","mvmuseum.org","42160642","MARTHA'S VINEYARD MUSEUM INC","mvmuseum"
"4058","mvrs.org","237072969","MANCHESTER VOLUNTEER RESCUE SQUAD","ManchesterVRS"
"4059","mwcog.org","526060391","Metropolitan Washington Council of Governments","kidsneedafamily"
"4060","mwjds.org","43573528","METROWEST JEWISH DAY SCHOOL INC ATTN STEVEN FINN","mwjds"
"4061","mxschool.edu","42103821","MIDDLESEX SCHOOL","MiddlesexSchool"
"4062","myacpa.org","521170366","AMERICAN COLLEGE PERSONNEL","ACPA"
"4063","myast.org","421182936","AMERICAN SOCIETY OF TRANSPLANTATION","AST_info"
"4064","myconsecration.org","232858338","THE CHILDREN OF THE FATHER","TrueDevotiontoM"
"4065","mycovingtonpartners.org","201515753","COVINGTON PARTNERSINC","CovPartners"
"4066","myeloma.org","954296919","INTERNATIONAL MYELOMA FOUNDATION","IMFmyeloma"
"4067","myframeworks.org","208776228","FRAMEWORKS OF TAMPA BAY INC","Frameworks_TB"
"4068","myhcf.org","341935499","HUDSON COMMUNITY FOUNDATION","hudsoncommfound"
"4069","myindependentliving.org","222894558","INDEPENDENT LIVING INC","IndepLivInc"
"4070","mylegalaid.org","411412710","MID-MINNESOTA LEGAL ASSISTANCE","legal_aid_MN"
"4071","mymetamorphosis.org","260907430","Metamorphosis Conference Inc","metaconf"
"4072","mymsaa.org","221912812","MULTIPLE SCLEROSIS ASSOCIATION OF AMERICA INC","MSassociation"
"4073","myriadgardens.org","731293008","MYRIAD GARDENS FOUNDATION","myriadgardens"
"4074","mysafela.org","270967511","THE SAFE COMMUNITY PROJECT","mysafela"
"4075","myso.org","390973594","MILWAUKEE YOUTH SYMPHONY ORCHESTRA INC","MYS0"
"4076","myspace.com","810675911","LIGHTHOUSE OUTREACH INC","LindaLuNordling"
"4077","myspace.com","650425678","OKEECHOBEE COUNTY HEALTHOKEECHOBEE","karenleespree"
"4078","mysticriver.org","237221094","MYSTIC RIVER WATERSHED ASSOCIATION INC","MysticMyRWA"
"4079","myteamtriumph-wi.org","272300895","MYTEAM TRIUMPH WISCONSIN INC","myTEAMTRIUMPHwi"
"4080","mywit.org","311839582","WIT FOUNDATION INC","witatl"
"4081","naacp.org","131998814","NAACP SPECIAL CONTRIBUTION FUND","CornellWBrooks"
"4082","naacp.org","131084135","NATIONAL ASSOCIATION FOR THE ADVANCEMENT","GreenTheRev"
"4083","naaee.org","237158061","NORTH AMERICAN ASSOCIATION FOR","NAAEEStaff"
"4084","naahq.org","521508111","NATIONAL APARTMENT ASSOCIATION","NAAhq"
"4085","naamnw.org","760835379","NORTHWEST AFRICAN AMERICAN MUSEUM INC","naamnw"
"4086","nabconference.org","912088498","NORTH AMERICAN BAPTIST CONFERENCE","NABaptistConf"
"4087","nafc.org","570767383","NATIONAL ASSOCIATION FOR CONTINENCE","bhealth_"
"4088","nafme.org","526045043","National association for music education","NAfME"
"4089","nafsa.org","131878953","NAFSA Association of International Educators","MarleneAtNAFSA"
"4090","nagc.org","310686464","NATIONAL ASSOCIATION FOR GIFTED CHILDREN","NAGCGIFTED"
"4091","nahantmarsh.org","383667579","NAHANT MARSH EDUCATION CENTER","nahant_marsh"
"4092","nahb.org","203491201","HOME BUILDERS INDUSTRY DISASTER RELIEF FUND INC","NAHBhome"
"4093","naleo.org","521212849","NALEO EDUCATIONAL FUND","ArturoNALEO"
"4094","nalhd.org","271695019","NEBRASKA ASSOCIATION OF LOCAL","NebraskaHealth"
"4095","nameonline.net","861026263","NAMEI","NAMEMarriage"
"4096","nami.org","391329103","NAMI GREATER MILWAUKEE","_jimmystewart"
"4097","namimc.org","521150412","Nami Montgomery County (MD) Inc","NAMIMoCo"
"4098","naminys.org","222571353","NAMI-New York State Inc","NAMINEWYORK"
"4099","namisa.org","860450977","NAMI of Southern Arizona","NAMISouthernAZ"
"4100","namivt.org","30297954","National Alliance on Mental Illness of Vermont Inc","NAMIVT"
"4101","nanowrimo.org","651282653","National Novel Writing Month","NaNoWordSprints"
"4102","nantucketatheneum.org","42104412","NANTUCKET ATHENEUM INC","acklibrary"
"4103","nantucketdreamland.org","743234491","NANTUCKET DREAMLAND FOUNDATION INC","ackdreamland"
"4104","naomisvillage.org","455242323","NAOMI'S VILLAGE INC","NaomisVillage"
"4105","napalearns.org","272705006","NAPALEARNS (THE NAPA VALLEY PARTNERSHIP","NapaLearns"
"4106","narrativemagazine.com","30542711","Narrative Magazine Inc","NarrativeMag"
"4107","nasfaa.org","830211970","NATIONAL ASSOCIATION OF STUDENT","nasfaa"
"4108","nashville.tenthousandvillages.com","621854313","TEN THOUSAND VILLAGES OF NASHVILLE INC","VillagesNash"
"4109","nashvillepef.org","481266314","NASHVILLE PUBLIC EDUCATION FOUNDATION","NashvillePEF"
"4110","nashvillepredators.com","621751832","NASHVILLE PREDATORS FOUNDATION","PredsEnergy"
"4111","naspaa.org","521080991","NETWORK OF SCHOOLS OF PUBLIC POLICY","naspaa"
"4112","natfonline.org","204818196","North American Thrombosis Forum Inc","NATFthrombosis"
"4113","nathanielshope.org","593195534","Nathaniel's Hope Inc","NathanielsHope"
"4114","nationalcharityleague.org","760184956","Cypress Creek Chapter NCL Inc","nclwildflowers"
"4115","nationalcharityleague.org","956120599","NATIONAL CHARITY LEAGUE INC","nclwildflowers"
"4116","nationalchurchresidences.org","201318783","National Church Residences at Home Inc","NatlChurchRes"
"4117","nationalchurchresidences.org","311389390","Traditions at Mill Run","NatlChurchRes"
"4118","nationalchurchresidences.org","270812444","InCare Health and Wellness Northern Ohio","NatlChurchRes"
"4119","nationalchurchresidences.org","461152120","National Church Residences Chillicothe","NatlChurchRes"
"4120","nationalchurchresidences.org","454306311","National Church Residences Medical Home","NatlChurchRes"
"4121","nationalchurchresidences.org","203866727","NATIONAL CHURCH RESIDENCES AFFORDABLE","NatlChurchRes"
"4122","nationalchurchresidences.org","311340217","Waverly Care Center Inc","NatlChurchRes"
"4123","nationalchurchresidences.org","203265134","NCR at Home Health and Wellness","NatlChurchRes"
"4124","nationalchurchresidences.org","202105415","NATIONAL CHURCH RESIDENCES HEALTH CARE","NatlChurchRes"
"4125","nationalchurchresidences.org","311358042","Heritage Day Health Centers","NatlChurchRes"
"4126","nationalchurchresidences.org","310651750","NATIONAL CHURCH RESIDENCES","NatlChurchRes"
"4127","nationalchurchresidences.org","270812451","InCare Hospice Northern Ohio","NatlChurchRes"
"4128","nationalchurchresidences.org","411832101","Florida Christian Homes Senior Housing Inc","NatlChurchRes"
"4129","nationalchurchresidences.org","273202674","InCare Rehabilitation Services","NatlChurchRes"
"4130","nationalchurchresidences.org","204295604","BROOK OAKS SENIOR RESIDENCES INC","NatlChurchRes"
"4131","nationalchurchresidences.org","270812453","Incare Home Health Northern Ohio","NatlChurchRes"
"4132","nationalchurchresidences.org","462082514","National Church Residences Lincoln Lodge","NatlChurchRes"
"4133","nationalcore.org","593728339","NHDC FAIRFIELD VILLAGE APARTMENTS INC","National_CORE"
"4134","nationalcore.org","593728338","NHDC FOREST HILLS APARTMENTS INC","National_CORE"
"4135","nationalcore.org","593728321","NHDC LA POSADA DEL REY APARTMENTS INC","National_CORE"
"4136","nationalcore.org","330521215","NATIONAL COMMUNITY RENAISANCE OF CALIFORNIA","National_CORE"
"4137","nationalcore.org","330702994","SOUTHERN CALIF HSING DEV CORP OF RANCHO","National_CORE"
"4138","nationalcowboymuseum.org","300341029","NATIONAL COWBOY AND WESTERN HERITAGE","ncwhm"
"4139","nationaldance.org","132890779","NATIONAL DANCE INSTITUTE","NationalDance"
"4140","nationalguild.org","136161108","NATIONAL GUILD FOR COMMUNITY ARTS","communityartsed"
"4141","nationaljewish.org","742044647","NATIONAL JEWISH HEALTH","IrinaPetracheMD"
"4142","nationalmssociety.org","610702202","NATIONAL MULTIPLE SCLEROSIS SOCIETY","mssociety"
"4143","nationalmssociety.org","620693217","NATIONAL MULTIPLE SCLEROSIS SOCIETY","mssociety"
"4144","nationalmssociety.org","135661935","NATIONAL MULTIPLE SCLEROSIS SOCIETY","mssociety"
"4145","nationalmssociety.org","231401535","NATIONAL MULTIPLE SCLEROSIS SOCIETY","mssociety"
"4146","nationalmssociety.org","580652901","NATIONAL MULTIPLE SCLEROSIS SOCIETY","mssociety"
"4147","nationalmssociety.org","630367194","NATIONAL MULTIPLE SCLEROSIS SOCIETY","mssociety"
"4148","nationalmssociety.org","381410476","NATIONAL MULTIPLE SCLEROSIS SOCIETY","mssociety"
"4149","nationalmssociety.org","741266225","South Central Chapter of the National","MS_GtrCarolinas"
"4150","nationalphilharmonic.org","521361650","NATIONAL PHILHARMONIC ORCHESTRA AND","NatPhilharmonic"
"4151","nationalpostdoc.org","203577441","National Postdoctoral Association","nationalpostdoc"
"4152","nationalregister.org","237407981","COUNCIL FOR THE NATIONAL REGISTER OF","NatlRegister"
"4153","nationalsafeplace.org","204343628","National Safe Place Inc","SafePlace"
